文章編號,永久連結,貼文訊息,類型,國家／地區,語言,已發佈,廣告受眾目標設定,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length
,,,,,,,,"Lifetime: The number of people who had your Page's post enter their screen. Posts include statuses, photos, links, videos and more. (Unique Users)",Lifetime: The number of people who had your Page's post enter their screen through unpaid distribution. (Unique Users),Lifetime: The number of people who had your Page's post enter their screen through paid distribution such as an ad. (Unique Users),"Lifetime: The number of times your Page's post entered a person's screen. Posts include statuses, photos, links, videos and more. (Total Count)",Lifetime: The number of times your Page's posts entered a person's screen through unpaid distribution. (Total Count),Lifetime: The number of times your Page's post entered a person's screen through paid distribution such as an ad. (Total Count),"Lifetime: The number of unique people who engaged in certain ways with your Page post, for example by commenting on, liking, sharing, or clicking upon particular elements of the post. (Unique Users)",Lifetime: The number of people who matched the audience targeting that clicked anywhere in your post on News Feed. (Unique Users),Lifetime: The number of clicks anywhere in your post on News Feed from the user that matched the audience targeting on it. (Total Count),Lifetime: The number of people who have given negative feedback to your post. (Unique Users),Lifetime: The number of times people have given negative feedback to your post. (Total Count),Lifetime: The number of impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who saw your Page post because they've liked your Page (Unique Users),Lifetime: The number of paid impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who like your Page and who saw your Page post in an ad or sponsored story. (Unique Users),Lifetime: The number of people who have liked your Page and clicked anywhere in your posts. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Total Count),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Total Count),Lifetime: Average time video viewed (Total Count),Lifetime: Length of a video post (Total Count)
127628276929_10157195285341930,https://www.facebook.com/cwgroup/posts/10157195285341930,#企業突圍【待得久沒比較強！職場專家真心話：2、3年就跳槽，比資深員工更出眾】  「頻繁跳槽」就是代表忠誠不足、心性不定？串流影音龍頭Netflix前人才長佩蒂．麥科德（Patty McCord）顯然有截然不同的看法。 　 - 🔥訂閱「#企業突圍電子報」，立即掌握最新產業趨勢、經營管理心法 >> https://bit.ly/2LnMp3F,Link,,,10/6/20, ,226896,226896,0,253528,253528,0,22541,20589,23362,12,12,96032,88047,0,0,4127,0,0,0,0,0,0,0,0,0,0
127628276929_10157196190086930,https://www.facebook.com/cwgroup/posts/10157196190086930,#今日熱文【2020，台灣再度站上拐點】 　 今年，全球經濟衰退5.2%，台灣仍正成長1.56%，而全世界只有19國正成長。不論是投資、出口，台灣都是少數有好消息的國家。 　 新冠肺炎肆虐，中美關係急凍。避疫的人們、被驅逐的人們、回鄉的人們、投資的人們齊聚孤島。 　 這一次，歷史將為台灣帶來什麼機會？你我又該如何掌握新變局？ 　 🔥更多精彩內容，請看《台灣起跑　亞洲新熱點》https://bit.ly/33yzpCl,Link,,,10/6/20, ,84242,84242,0,92662,92662,0,6688,3880,4576,5,5,84759,77215,0,0,4532,0,0,0,0,0,0,0,0,0,0
127628276929_10157196246896930,https://www.facebook.com/cwgroup/posts/10157196246896930,過去，我們是被討厭的行業。市場攤販不賣菜給我們，民眾還會罵「你們助人不孝！」  但後來不一樣了。6年前，我們第一次受邀到告別式，家屬請我們站起來並說，「謝謝你們。」這讓我們當場都哭了。,Link,,,10/6/20, ,40971,40971,0,45459,45459,0,1820,1749,1901,3,3,42377,37828,0,0,1617,0,0,0,0,0,0,0,0,0,0
127628276929_10157196219136930,https://www.facebook.com/cwgroup/posts/10157196219136930,＃天下晨間新聞  真心不騙，iPhone 12 要來了！,Link,,,10/6/20, ,21102,21102,0,22787,22787,0,1093,987,1027,2,2,21549,19988,0,0,1029,0,0,0,0,0,0,0,0,0,0
127628276929_10157195232091930,https://www.facebook.com/cwgroup/posts/10157195232091930,◤導演黃惠偵：親情沒有結束學習的一天  ◢ 拍攝20年只為問同志母親一句話... 　 中輟生、跳陣頭、女同志的小孩 當外人將所有「負面」的標籤貼在自己身上， 導演黃惠偵選擇拿起相機 拍攝屬於自己與母親的故事。 　　 ＃天底下所有的媽媽都是普通人—黃惠偵 　　 黃惠偵：妳覺得有人了解妳嗎？ 黃媽媽：...誰要了解我... 　　 家暴、性侵、流浪、輟學、破產... 她用鏡頭領著母親直視彼此所有不堪的傷口 並與母親展開了一場日常對話 … -- 🎬 訂閱天下雜誌youtube，看盡天下事： https://bit.ly/30EMsQF 　 #天下雜誌video,Video,,,10/6/20, ,62837,62837,0,70983,70983,0,1212,1081,1274,7,7,64201,56140,0,0,1079,848,848,0,0,20322,20603,0,0,11407,362389
127628276929_10157194415136930,https://www.facebook.com/cwgroup/posts/10157194415136930,【練習照顧自己：不管人生帶來什麼，我們都能面對】  這是你的人生，你要讓自己的人生好過一些。  做自己與為自己負責並不需要如此痛苦和畏懼。不管人生帶來的是什麼，我們都能夠處理，不必需要如此依賴旁邊的人。,Link,,,10/6/20, ,152890,152890,0,165475,165475,0,10345,6367,7076,7,7,60637,53222,0,0,2055,0,0,0,0,0,0,0,0,0,0
127628276929_10157195193801930,https://www.facebook.com/cwgroup/posts/10157195193801930,#夜間輕讀【連續6年拍只開3天的金草蘭，他留下台灣的美】  「我想讓看到這本攝影集的人，以身為台灣人感到驕傲。」攝影不只是徐仁修的畢生志業，更是實踐自然教育的途徑。  40年來，徐仁修用照片和文字記錄生態，他想用他的方式守護荒野，他相信，人被自然感動了，就不會破壞自然，而這比抗爭還有用....,Link,,,10/6/20, ,51563,51563,0,56061,56061,0,1985,1700,1776,2,2,47741,43599,0,0,1422,0,0,0,0,0,0,0,0,0,0
127628276929_10157195155741930,https://www.facebook.com/cwgroup/posts/10157195155741930,【女人可以妥協，但千萬不能委屈自己】 　 許多和許瑋甯同齡的女性，或許已經走入家庭，終日為了柴米油鹽的日常瑣事操心，讓許多女性失去自己， 　 許瑋甯認為，儘管結婚生子，還是要保持自我，如果你已經捨棄自己了，沒關係，再去把心找回來就好。 　 女人可以妥協，但不需要活成別人想要的樣子。,Link,,,10/6/20, ,165295,165295,0,181772,181772,0,12838,6419,7414,5,5,72421,65723,0,0,2231,0,0,0,0,0,0,0,0,0,0
127628276929_10157194411041930,https://www.facebook.com/cwgroup/posts/10157194411041930,他上山100多次，對著那棵樹按著快門，多達千次。  那棵樹並不巨大，充滿謙卑，努力守著自己腳下那一方土地。春天時生氣盎然，享受大自然賜下的和風與暖陽，冬天時枝葉寂寥，卻依舊紮下深根，期待來年的豐盛。,Link,,,10/6/20, ,14837,14837,0,16827,16827,0,272,203,213,1,1,15613,13884,0,0,243,0,0,0,0,0,0,0,0,0,0
127628276929_10157195113436930,https://www.facebook.com/cwgroup/posts/10157195113436930,#國際視窗【疫情衝擊經濟，房價為什麼還是漲不停？】 　 美國房價較去年上漲了5%、德國11%，英國房價更在8月創歷史新高。第二波疫情捲土重來，許多富裕國家的房價卻是漲聲連連。 　 房價到底在漲什麼？這背後還隱藏什麼嚴重的問題？ 　 - 🎧下載天下雜誌App，上百支音頻節目隨你聽 >> https://bit.ly/2Q7USu2,Link,,,10/6/20, ,19569,19569,0,21525,21525,0,572,552,610,3,3,20193,18340,0,0,517,0,0,0,0,0,0,0,0,0,0
127628276929_10157195102876930,https://www.facebook.com/cwgroup/posts/10157195102876930,#Off學【學法律轉行當木工，他設計的咖啡館拿下全球第一】  從世界冠軍咖啡館、亞洲50大酒吧到南台灣最難訂餐廳，這幾年台灣最熱門的餐飲空間，都由他設計。更與舊振南等台灣老品牌一起嘗試轉型，在餐飲界、設計圈建立名聲。  成立不到5年、團隊不過10人，沒有任何設計背景的吳透，如何與餐飲新星一起創造不輸料理的體驗空間？  --------------------------------------------- 【給最懂生活的你，歡迎訂閱 Off學電子報】 https://bit.ly/2X9AYSK,Link,,,10/6/20, ,25916,25916,0,29220,29220,0,1507,1193,1464,1,1,23983,21521,0,0,794,0,0,0,0,0,0,0,0,0,0
127628276929_10157195278411930,https://www.facebook.com/cwgroup/posts/10157195278411930,#最新出刊【2020全球摔一跤，台灣成為新熱點！】  人流、金流、資訊流，同時匯聚寶島台灣，全球經濟衰退5.2%，台灣逆勢正成長1.56%，成為四小龍唯一！  全台投資遍地開花，出現10年來首見的大投資潮，投資額飆破1.1兆，創造近9.3萬個就業機會！  黃金時刻的機會之窗，台灣該如何把握？  - 🔥更多精彩內容，請看《台灣起跑　亞洲新熱點》https://bit.ly/33yzpCl,Video,,,10/6/20, ,14946,14946,0,17074,17074,0,120,98,126,2,2,15467,13513,0,0,103,262,272,0,0,678,712,0,0,1937,7267
127628276929_10157194966371930,https://www.facebook.com/cwgroup/posts/10157194966371930,◤亞洲新熱點：全球摔跤，台灣起跑 ◢ 四小龍唯一經濟正成長！投資率創十年新高！ 　 全球經濟衰退，台灣卻逆風正成長1.56%！ 投資額破1.1兆，創造近9.3萬個工作機會！ 　 防疫成功讓人流、金流、資訊流同時匯集在台灣。 這一次，歷史將為我們帶來什麼機會？ 讓小編先用一段影片 帶你一窺這一期的封面故事👉 --- 購買當期雜誌：https://bit.ly/3llAh2X 當期雜誌線上看：https://bit.ly/2R6A8ng -- 🎬 訂閱天下雜誌youtube，看盡天下事： https://bit.ly/30EMsQF 　 #天下雜誌video,Video,,,10/6/20, ,10727,10727,0,11748,11748,0,190,155,168,1,1,10615,9656,0,0,164,58,58,0,0,1279,1287,0,0,2771,52800
127628276929_10157195131766930,https://www.facebook.com/cwgroup/posts/10157195131766930,【共機頻繁跨越海峽中線，打得過來嗎？】  依據美國國防部發佈的最新報告，中國的兩棲實力尚不足以登陸台灣，武統仍是空話。但，為什麼需要擔心？,Link,,,10/6/20, ,21517,21517,0,23813,23813,0,879,843,1003,2,2,22255,19931,0,0,785,0,0,0,0,0,0,0,0,0,0
127628276929_10157195072251930,https://www.facebook.com/cwgroup/posts/10157195072251930,【新台幣收盤見28字頭　打破「楊金龍」防線，創九年新高】 　 短短半年，你口袋裡的新台幣可以換到的美元，就多了4%。今（6）日新台幣收盤報28.96元，央行鬆手29元的「總裁楊金龍防線」。 　 其實，早在今年6月， 楊金龍罕見預估新台幣匯價，「7、8月外資將股息匯出，新台幣比較有機會回到合理價位。」 　 結果，新台幣竟然大升值，完全不怕外資風暴式匯出。這次新台幣到底強在哪裡？台幣升值，誰最危險？,Link,,,10/6/20, ,34906,34906,0,37100,37100,0,1117,988,1106,0,0,34889,32714,0,0,1038,0,0,0,0,0,0,0,0,0,0
127628276929_10157195054421930,https://www.facebook.com/cwgroup/posts/10157195054421930,【流感疫苗開打！ 哪些族群該施打？不同廠牌差在哪？】  進入秋冬時節，為了避免流感大爆發，公費流感疫苗昨（5）日起正式開打。  哪些人員符合施打公費疫苗的資格？該去哪裡打、需要預約嗎？不同廠牌的效果有沒有差？請看4張圖表大解惑：  - 📣加入《天下》Telegram ，每日為您精選3則晨間新聞 >> http://t.me/cwmagazine,Link,,,10/6/20, ,20322,20322,0,22397,22397,0,803,773,868,1,1,21180,19246,0,0,750,0,0,0,0,0,0,0,0,0,0
127628276929_10157195015131930,https://www.facebook.com/cwgroup/posts/10157195015131930,【第一夫人也該保有自己的身份】#職業女性 　 拜登的妻子十分低調，教書 36 年期間，學生、同事根本不知道她丈夫是誰，連特勤人員都會假扮成某個樣子，避免張揚。 　 「想想你最喜歡的那個給你自信相信自己的老師，吉兒接下來就是會這樣的第一夫人，」拜登這麼介紹自己的妻子。 　 ▍「換日線 10X10 亮點人物」網路徵選開跑，成為青年領袖由此報名 >> bit.ly/32UHFvT,Link,,,10/6/20, ,49309,49309,0,53247,53247,0,1569,1531,1696,2,2,46946,43011,0,0,1218,0,0,0,0,0,0,0,0,0,0
127628276929_10157195014851930,https://www.facebook.com/cwgroup/posts/10157195014851930,日本女星竹內結子過世後，網路上一片惋惜：「才跟年輕的先生結婚，又剛剛生了孩子，這麼幸福的人生，自殺不是太可惜了嗎？」  然而看在同為女性的我眼中，這些話卻有著說不出的刺耳。傳統社會眼光中「嫁對人就幸福一輩子」的論述，彷彿在強調：,Link,,,10/6/20, ,78732,78732,0,85109,85109,0,3140,3001,3362,7,7,80521,74234,0,0,2884,0,0,0,0,0,0,0,0,0,0
127628276929_10157195057971930,https://www.facebook.com/cwgroup/posts/10157195057971930,【不起眼的水，竟攸關中鋼的營運命脈？】  中鋼引這裡的水作為工業用水，成本比一般自來水貴50%，但中鋼卻願意花大錢也要買，為什麼？  ▲【立即訂閱 CSR@天下 電子報】http://bit.ly/33pQWtV ▲【立即加入 CSR在天下 臉書粉專】http://bit.ly/2PLATmi  #CSR天下 #CSR #企業社會責任 #中鋼 #鳳山溪 #循環經濟 #再生水 #污水處理廠 #水資源 #高雄,Link,,,10/6/20, ,23706,23706,0,26008,26008,0,480,445,462,1,1,24464,22180,0,0,449,0,0,0,0,0,0,0,0,0,0
127628276929_10157195056696930,https://www.facebook.com/cwgroup/posts/10157195056696930,#廣編企劃 【抗癌防疫 開創醫藥新航道】  以培植跨領域傑出研究團隊為目標的科技部「領袖學者助攻方案─沙克爾頓計畫」，執行一年來，已大幅提升了團隊成員的學術生涯發展，同時成功媒合不同領域的頂尖翹楚，回應民眾關心的重要社會課題。  #科技部 #沙克爾頓計畫 #智慧科技 #中醫 #醫療科學 #中國醫藥大學,Link,,,10/6/20, ,10266,10266,0,11383,11383,0,70,53,55,1,1,10844,9845,0,0,63,0,0,0,0,0,0,0,0,0,0
127628276929_10157193076301930,https://www.facebook.com/cwgroup/posts/10157193076301930,#廣編企畫 【下一站，親水】  城市中有許多默默守護我們安全的設施與人員，帶給我們無虞的生活。 隨著極端氣候的危機，突如其來的豪大雨或可怕的風災造成重大災情，  我們是否有足夠的事前準備能夠防禦、民眾安全又該如何被保障？ 然而我們對於與環境共存又可以做些什麼呢？   #經濟部 #水利署 #水利工程  #台北防洪計畫 #承洪韌性,Video,,,10/6/20, ,8392,8392,0,9193,9193,0,138,115,131,2,2,7971,7302,0,0,113,14823,17452,0,0,33565,42064,0,0,82390,166656
127628276929_10157195014391930,https://www.facebook.com/cwgroup/posts/10157195014391930,【過勞之島：為什麼10月放兩個連假，你半夜卻還在工作？】  台灣在許多方面擠身已開發國家之林，但工時這件事，我們還有著「開發中國家」的色彩——通常是經濟不夠發達的國家，人民才需要長時數的工作，以求充足的報酬。  那些「已開發國家」為何可以這麼爽？大概有三條路徑可以解釋。  回頭看歷史，世界各國大規模縮減工時，常常是因應經濟危機做出的政治決策。  #未來城市 #智慧城市 #GDP #勞動 #勞權 #工時 #平均薪資 #彭婉如基金會 #日本 #職場 #薪資,Link,,,10/6/20, ,29070,29070,0,31529,31529,0,707,616,699,0,0,29412,27400,0,0,631,0,0,0,0,0,0,0,0,0,0
127628276929_10157194125571930,https://www.facebook.com/cwgroup/posts/10157194125571930,【賓士副牌零件將消失？】 ＃帝寶 ＃賓士    德國戴姆勒2017年告台灣車燈王帝寶侵權，帝寶二代首次接受《天下》專訪，他怎麼說？,Link,,,10/5/20, ,26790,26790,0,29620,29620,0,1018,996,1140,1,1,26779,24285,0,0,832,0,0,0,0,0,0,0,0,0,0
127628276929_10157194806726930,https://www.facebook.com/cwgroup/posts/10157194806726930,【這一生中最重要的事，就是找到一個存在這個世界的姿態與方式】 　 在過去二三十年的歲月中，為了維繫婚姻、教養兒女，不少人放棄夢想與堅持。  人到中年，在責任卸下的一刻，整個人空下來，有時間與餘力想起自己時，心底響起久久不見的聲音在召喚：  「你還有一段自己的旅程要去完成。」,Link,,,10/5/20, ,18272,18272,0,20612,20612,0,526,446,468,1,1,19201,17142,0,0,465,0,0,0,0,0,0,0,0,0,0
127628276929_10157194830471930,https://www.facebook.com/cwgroup/posts/10157194830471930,"【你老是睡不好嗎？】 　 晚上睡眠品質不好，除了和生活習慣大有關係之外，其實和飲食方式也大有關係。 　 下班後大吃大喝、咖啡因、酒精，甚至吃辣都有可能影響睡眠。想要睡的好，不妨參考以下幾個飲食原則！  📣【訂閱頻道看更多】  升級《天下》LINE 免費訂閱頻道，掌握健康醫療知識零時差 立即前往>> https://maac.io/1ffCR""",Link,,,10/5/20, ,24313,24313,0,26587,26587,0,1021,959,998,3,3,25068,23123,0,0,942,0,0,0,0,0,0,0,0,0,0
127628276929_10157194835346930,https://www.facebook.com/cwgroup/posts/10157194835346930,【讓當地居民沒輒的菱角殼，如何變成「烏金」？】  在官田柏油路旁，總能見到一堆堆狀如牛角的菱角殼，但菱角殼屬於農業廢棄物，採焚燒處理，卻又造成空污。  「如果他沒來，這個問題到現在還沒解決，」住在台南官田超過一甲子、官田烏金合作社理事長謝金章有感而發。這個「他」如何讓這項「烏金」產業如何帶動官田重生？,Link,,,10/5/20, ,62334,62334,0,69158,69158,0,3739,3510,3745,4,4,65317,57968,0,0,3345,0,0,0,0,0,0,0,0,0,0
127628276929_10157193073806930,https://www.facebook.com/cwgroup/posts/10157193073806930,#廣編企劃 【廢棄物經濟化 再生無機粒料蓋出摩天大樓】  不論是道路、公共交通設施，還是日常看到的商業大樓，你可曾想過在這些工程建設中，可能都使用了過去被認為是廢棄物的原料來建造？其實，將我們生活或工業製造中所產生的廢棄物，經過處理再利用後，成為新的「無機粒料」，已然是當前促進環保的重要方式，不僅可增加資源的循環和運用，更能提升經濟發展的效益。,Link,,,10/5/20, ,15023,15023,0,16211,16211,0,149,127,136,0,0,15238,14027,0,0,143,0,0,0,0,0,0,0,0,0,0
127628276929_10157194489356930,https://www.facebook.com/cwgroup/posts/10157194489356930,【把存股當存錢，真的可行嗎？】  「你如果不想持有一隻股票10年，你連10分鐘都不要持有，」有「存股不敗教主」稱號，的陳重銘引用股神巴菲特名言，告誡投資人在決定定期定額存股前，一定要先問自己，到底能投資多久？  👉下載天下雜誌App，上百支音頻節目隨你聽 >> https://bit.ly/2Q7USu2,Link,,,10/5/20, ,6566,6566,0,7535,7535,0,173,157,175,1,1,6956,5974,0,0,162,0,0,0,0,0,0,0,0,0,0
127628276929_10157194616466930,https://www.facebook.com/cwgroup/posts/10157194616466930,【川普：不要怕新冠】  川普出院了，更特別推文自稱「感覺良好」。他還寫道：「不要讓Covid主導你的生活。在川普政府的領導下，我們已經掌握一些非常好的藥物和知識。我比20年前感覺還要好！」  川普染疫，是否影響選情？白宮疫情目前尚存在哪些疑點？,Link,,,10/5/20, ,28497,28497,0,31844,31844,0,1014,942,1083,1,1,29929,26935,0,0,958,0,0,0,0,0,0,0,0,0,0
127628276929_10157192726241930,https://www.facebook.com/cwgroup/posts/10157192726241930,「我到台灣後就發現，許多科技公司都輕視Sales & Marketing，以為技術最重要，但沒有業務員、你根本沒生意，不會獲利，根本活不了。」  張忠謀在清華大學的演講中分享，他在過去職涯中面對的挑戰與學習。他認為身為一位領導，應該具備領導團隊，找到成功方向的能力。,Link,,,10/5/20, ,188957,188957,0,210318,210318,0,14644,9763,11296,12,12,144375,127291,0,0,6509,0,0,0,0,0,0,0,0,0,0
127628276929_10157194444281930,https://www.facebook.com/cwgroup/posts/10157194444281930,【不受中國威脅影響，韋德齊有意挑戰下任捷克總統】  還記得8月底訪台的捷克參議院議長韋德齊，曾在台灣立法院說出「我是台灣人」。近日捷克舉行參議院改選，韋德齊幾乎篤定連任議長。  位階僅次總統，韋德齊不畏中國勢力，他背後有什麼樣的政治策略？,Link,,,10/5/20, ,32292,32292,0,34862,34862,0,990,747,877,1,1,32701,30112,0,0,915,0,0,0,0,0,0,0,0,0,0
127628276929_10157192631531930,https://www.facebook.com/cwgroup/posts/10157192631531930,【心臟養生關鍵必看！】  手臂有蝴蝶袖、掰掰肉，可能代表心臟供血出了小問題，試試按壓這兩個穴位，鬆弛的肌肉會變結實，心臟供血就會順暢，胸悶氣短的現象也會隨之消失喔。,Link,,,10/5/20, ,93375,93375,0,105833,105833,0,7270,6963,7623,5,5,100361,87064,0,0,6646,0,0,0,0,0,0,0,0,0,0
127628276929_10157193013446930,https://www.facebook.com/cwgroup/posts/10157193013446930,#企業突圍【打破「富不過三代」魔咒！  海歸高富帥怎麼讓93歲的玻璃廠逆勢成長？】 　 從彈珠汽水、金蘭醬油、愛之味脆瓜，以及知名品牌香水的玻璃容器都是這家工廠生產！堪稱全台第一大日用玻璃廠，年營收近30億元。 　 第四代的七年級兄弟檔，放棄美國日本工作，回家接班做的第一件事，就差點上演家庭革命.....  - 🔥訂閱「#企業突圍電子報」，立即掌握最新產業趨勢、經營管理心法 >> https://bit.ly/2LnMp3F,Link,,,10/5/20, ,13922,13922,0,15556,15556,0,317,294,316,2,2,13387,11982,0,0,281,0,0,0,0,0,0,0,0,0,0
127628276929_10157194261586930,https://www.facebook.com/cwgroup/posts/10157194261586930,#今日熱文【全民瘋新股，現賺十多萬的誘惑背後】 　 亞洲藏壽司的餐飲股王盼望落空後，汎德也於5日完成抽籤。興櫃從冷凍櫃躍升新股蜜月天堂，但小心：這些暴跌新股，都曾在興櫃狂飆。 　 🎉新訂戶首次訂閱「天下全閱讀」，前三個月體驗價只要$399！（原價$249／月）立即訂閱 >> https://bit.ly/2yxJ7Yg,Link,,,10/5/20, ,53920,53920,0,58029,58029,0,2929,2835,3229,1,1,37917,34084,0,0,1036,0,0,0,0,0,0,0,0,0,0
127628276929_10157193924376930,https://www.facebook.com/cwgroup/posts/10157193924376930,當社交生活滿檔仍無法令自己開心，甚至難掩空虛困乏，或許「獨處」才是你的真正需要。  享受獨處有助鍛鍊心理素質，看看獨處的4個好處⬇️⬇,Link,,,10/5/20, ,32689,32689,0,37041,37041,0,1489,1345,1396,1,1,34973,30982,0,0,1362,0,0,0,0,0,0,0,0,0,0
127628276929_10157194102411930,https://www.facebook.com/cwgroup/posts/10157194102411930,＃天下晨間新聞　   還沒康復的川普自行宣布出院，美股跟著上漲。但真的是因為川普嗎？還是因為投資人心裡有底了？  另外，台灣能飛日本的廉價航空又少一家。,Link,,,10/5/20, ,32774,32774,0,35668,35668,0,1147,1066,1114,0,0,33823,30827,0,0,1069,0,0,0,0,0,0,0,0,0,0
127628276929_10157192927361930,https://www.facebook.com/cwgroup/posts/10157192927361930,◤零安樂死後流浪狗爆量危機　有群獸醫這樣做…🐶◢ #我們生存的環境並不是我們獨享的 —中興大學醫獸系副教授 林荀龍  　 2017年台灣「流浪動物零安樂死」政策上路後， 全台公私立收容所開始面臨流浪貓犬爆量問題。 　 不過根據農委會統計 22縣市中有10縣市管控得宜， 其中一個大幅下滑的就是台中市！ 　 除了當地動保團體的努力外 中興大學獸醫系也利用USR計畫與台中動防處合作， 去偏鄉幫貓犬做節育，同時也開設了醫療室， 致力於提升流浪動物的福利。 　 他們怎麼做的呢？讓我們一起在影片中找出答案👉 -- 高畫質版本請訂閱天下雜誌 youtube 頻道： >> https://bit.ly/34qRLnL 　 動保法律互助 中興獸醫系學會 #天下雜誌video,Video,,,10/5/20, ,61313,61313,0,68622,68622,0,1086,929,1083,8,9,59430,53106,0,0,896,342,342,0,0,19028,19028,0,0,9301,382633
127628276929_10157189626391930,https://www.facebook.com/cwgroup/posts/10157189626391930,【越是焦慮，就表示你越勇敢！】  焦慮和壓力本身雖然痛苦，但進行該挑戰的自身行動的「意義」與「價值」，會穩穩地撐起自己！,Link,,,10/5/20, ,233906,233906,0,254588,254588,0,18650,15847,18169,12,12,79982,73111,0,0,3103,0,0,0,0,0,0,0,0,0,0
127628276929_10157192815696930,https://www.facebook.com/cwgroup/posts/10157192815696930,#夜間輕讀【每天讀五份報紙、每年讀數千篇財報，五十年始終如一】  每年都有人在股東會上，詢問巴菲特的成功投資秘訣是甚麼？要怎麼做才能成為傑出的投資家？  巴菲特總是簡單明確地說，「盡一切可能廣泛閱讀」，巴菲特說自己在成長過程中所讀的東西，奠定了自己的投資手法，替未來五十年的投資奠定了成功的基石。這是他信奉多年且不斷推廣的唯一秘訣。  -- ▌升級《天下》LINE，立享3日網站免費暢讀，再送$100折價券 https://maac.io/1ffB2,Link,,,10/5/20, ,15181,15181,0,17110,17110,0,248,180,202,1,1,15334,13589,0,0,193,0,0,0,0,0,0,0,0,0,0
127628276929_10157192866816930,https://www.facebook.com/cwgroup/posts/10157192866816930,【享受一個人的老後，孤獨反而帶來新幸福】 　 雖然有配偶、子女，或許比較有安全感，但不可否認，家人也帶來拘束。 　 日本作家松原從照顧老人的經驗中得出，孤獨才會帶來老後的幸福。她認為，無論是健康、金錢、人際關係，都是孤獨比較有利。  - 📣【無限暢讀《天下》，新訂戶3個月只要$399】  立即訂閱 >> https://bit.ly/2yxJ7Yg,Link,,,10/5/20, ,58812,58812,0,66159,66159,0,2379,2196,2406,1,1,62348,55183,0,0,2172,0,0,0,0,0,0,0,0,0,0
127628276929_10157189621686930,https://www.facebook.com/cwgroup/posts/10157189621686930,【35歲體力仍在巔峰  C羅怎麼辦到的？】  不少足球員在30多歲時體能或體態已經進入待退休狀態，不過C羅納度絕不是其中之一。這位葡萄牙傳奇球星平時如何飲食、睡眠和運動？,Link,,,10/5/20, ,40671,40671,0,44723,44723,0,1811,1711,1791,4,4,42540,38559,0,0,1675,0,0,0,0,0,0,0,0,0,0
127628276929_10157192814366930,https://www.facebook.com/cwgroup/posts/10157192814366930,【請別把我當笨蛋…  權威醫師的真心告白：人失智了，但心還是活著】  雖然醫界對失智的理解愈來愈多，但被診斷為失智的患者，依舊被視為「那一邊」的人。  即使失智了，但他們的心還活著，被讚美還是會高興，被嫌惡還是會受傷。雖然他可能什麼都沒說，但他知道。  失智並不會失去身為「人」的身分，在這長壽時代，誰都可能失智。我們應該要把失智病人當作和自己一樣，是一個人，是一個獨一無二的人。,Link,,,10/5/20, ,49243,49243,0,52232,52232,0,1522,1211,1324,3,3,49101,45973,0,0,1305,0,0,0,0,0,0,0,0,0,0
127628276929_10157192894326930,https://www.facebook.com/cwgroup/posts/10157192894326930,#Off學【做生意「見好就收」，剩下的時間留給生活】  台南美食不勝枚舉，但店家不是早早開張，賣完即止，就是營業幾小時便休息。 這樣還是做生意嗎？  在地朋友愣了一下，回說，「也沒怎麼做吧，賺得夠了，見好就收」。每天備足量的牛肉、熬足量的虱目魚粥，不多殺、不多備。而店主人呢，賺取了足量的金錢，忙完了，接下來的才是生活。  --------------------------------------------- 【給最懂生活的你，歡迎訂閱 Off學電子報】 https://bit.ly/2X9AYSK,Link,,,10/5/20, ,38115,38115,0,41044,41044,0,1141,918,955,1,1,35421,32385,0,0,767,0,0,0,0,0,0,0,0,0,0
